Date,Open,High,Low,Close,Volume
2024-03-06,170.44326190896186,170.6226208472031,168.0718378391885,168.51025390625,68587700
2024-03-07,168.5401544147667,170.1144598371159,167.8825454793763,168.3907012939453,71765100
2024-03-08,168.39069767067738,173.0737495355564,168.33091642363513,170.1144561767578,76114600
2024-03-11,172.31649942978052,173.75131021022753,171.42970876738985,172.12718200683594,60139500
2024-03-12,172.52572483722957,173.40255698056936,170.39344092810595,172.60543823242188,59825400
2024-03-13,172.14711771653415,172.56560166885345,170.14435462584885,170.51303100585938,52488700
2024-03-14,172.28659461404473,173.68154097803347,171.42969464651588,172.3762664794922,72913500
2024-03-15,170.55286572568298,171.9976348876953,169.67603359258842,171.9976348876953,121664700
2024-03-18,174.93702524630143,177.06930930187292,172.89441306506424,173.09368896484375,75604200
2024-03-19,173.71144297319321,175.9732631292534,172.40616838919217,175.44517517089844,55215200
2024-03-20,175.08647190626633,178.0258331298828,174.45873840154812,178.0258331298828,53423100
2024-03-21,176.41168117904223,176.8500972709565,170.22406352502733,170.7521514892578,106181300
2024-03-22,171.14074502028382,172.42610267352754,169.44687710249696,171.65887451171875,71106600
2024-03-25,169.9550500090239,171.32010587263267,168.83907761478048,170.23403930664062,54288300
2024-03-26,169.38709229314748,170.80197088667242,168.96860836017046,169.09814453125,57388400
2024-03-27,169.79562681694486,172.97412838637234,169.4967053620682,172.68516540527344,60273300
2024-03-28,171.13077090878156,171.60903605513778,169.89523614327186,170.8617401123047,65672700
2024-04-01,170.5728137058907,170.6325949561908,168.86897205345468,169.4169921875,46240500
2024-04-02,168.47041766713258,168.72947481572177,167.62347609078947,168.2312774658203,49329500
2024-04-03,168.1814453345995,170.0646306043195,167.97221097339488,169.03834533691406,47691700
2024-04-04,169.67605100414067,171.30017927084614,168.21136474609375,168.21136474609375,53704400
2024-04-05,168.97855588471026,169.77567460225572,168.3408639514289,168.96859741210938,42055200
2024-04-08,168.42059262733576,168.58997789957206,167.6334475147346,167.84268188476562,37425500
2024-04-09,168.09176931793073,169.46679875844995,167.74304032326918,169.0582733154297,42451200
2024-04-10,168.19142141332685,168.48036917466098,166.50751200767976,167.1750946044922,49709300
2024-04-11,167.73307888899373,174.8274194382653,167.55373514215378,174.40892028808594,91070300
2024-04-12,173.63173034934167,177.71695459263955,173.58192277868224,175.91348266601562,101593300
2024-04-15,174.72777001691693,175.993195505436,171.87808065130085,172.06739807128906,73531800
2024-04-16,171.1307833718662,173.13353117115574,167.6633342016507,168.7693328857422,73711200
2024-04-17,168.99849837401,170.0347421275801,167.39430236816406,167.39430236816406,50901200
2024-04-18,167.4241802492927,168.0319815519269,165.94952052629202,166.437744140625,43122900
2024-04-19,165.610765092168,165.80006730864108,163.48843957599198,164.40512084960938,67772100
2024-04-22,164.92325754431266,166.65697461863107,164.17596150778874,165.24209594726562,48116400
2024-04-23,164.75386398167788,166.44773187185876,164.32540636965405,166.2982635498047,49537800
2024-04-24,165.93957460997115,168.68963384433354,165.61077772251915,168.41064453125,48251800
2024-04-25,168.91879363485126,169.9949017439694,167.54376407257087,169.27749633789062,50558300
2024-04-26,169.26751639469646,170.72224396978115,168.57002802452664,168.68960571289062,44838400
2024-04-29,172.74492977704497,175.39534310552878,172.47591417733986,172.8744659423828,68169400
2024-04-30,172.70508045160457,174.35909916149876,169.38708455902474,169.7158966064453,65934800
2024-05-01,168.96859497944865,172.0873148851987,168.5002883097745,168.68960571289062,50383100
2024-05-02,171.8880442050533,172.7947670308616,170.27388965643632,172.4061737060547,94214900
2024-05-03,185.97705638865938,186.32580059963428,182.00145144318,182.71885681152344,163224100
2024-05-06,181.6925778578994,183.5358989126904,179.76952819965473,181.0548858642578,78569700
2024-05-07,182.78860333233249,184.23337259597065,180.66629297548113,181.7423858642578,77305800
2024-05-08,182.19076551728074,182.40997355379537,180.79580390275353,182.08116149902344,45057100
2024-05-09,181.90182360877466,183.99425867082294,181.45344901084354,183.9045867919922,48983000
2024-05-10,184.48325715706596,184.67283136158454,181.7195112814573,182.63743591308594,50759500
2024-05-13,185.0220348889267,186.67829703001243,184.2038757983674,185.86013793945312,72044800
2024-05-14,187.0873746193062,187.87560260141976,185.87012310151908,187.00755310058594,52393600
2024-05-15,187.48648604697289,190.2203008031565,186.9476945906926,189.2924041748047,70400000
2024-05-16,190.04070957734746,190.66929452090585,189.23253763528552,189.41212463378906,52845200
2024-05-17,189.08285791419516,190.3799308889647,188.7535998742954,189.44204711914062,41282900
2024-05-20,188.90328335886426,191.48744227389747,188.58399727816297,190.6094207763672,44361300
2024-05-21,190.65930352654095,192.295606563888,190.48968851208156,191.91647338867188,42309400
2024-05-22,191.83664908760778,192.38541249371693,189.84115686495446,190.4697265625,34648500
2024-05-23,190.54955125962866,190.5695104450197,186.20936473753514,186.45880126953125,51005900
2024-05-24,188.3944296603675,190.15045735054443,187.61617368042806,189.5518035888672,36294600
2024-05-28,191.07834591388357,192.56499305086223,188.6737894364844,189.56178283691406,52280100
2024-05-29,189.18265440509,191.81670371975596,189.0828736970108,189.86111450195312,53068000
2024-05-30,190.33005195445256,191.74684967437963,190.2003553062749,190.85885620117188,49947900
2024-05-31,191.00850903182757,192.13596695656702,189.48195877103,191.81668090820312,75158300
2024-06-03,192.46522387732944,194.55052487571635,192.08609069758458,193.59268188476562,50080500
2024-06-04,194.20129645164835,194.87977170290745,192.59492465346364,193.91195678710938,47471400
2024-06-05,194.95958593724887,196.45620511862302,194.43078171111515,195.42852783203125,54156800
2024-06-06,195.24895132280378,196.05712328824086,193.73237287474004,194.0416717529297,41181800
2024-06-07,194.2112712938544,196.4961183769711,193.7024262662087,196.44622802734375,53103900
2024-06-10,196.45620195884163,196.85530953542744,191.7169079607164,192.68472290039062,97262100
2024-06-11,193.21353266624035,206.6930926736998,193.1935887051364,206.68310546875,172373300
2024-06-12,206.902617394007,219.7037025197263,206.43367547843766,212.58978271484375,198134300
2024-06-13,214.25601418934664,216.2614784743462,211.12309188063193,213.75714111328125,97862700
2024-06-14,213.36801320894725,214.68503016669274,210.8237575657328,212.01107788085938,70122700
2024-06-17,212.88909055319678,218.45651588142053,212.2405616472853,216.18165588378906,93728300
2024-06-18,217.09957203800778,218.13723651623954,212.5199210550432,213.8070068359375,79943300
2024-06-20,213.44781843702847,213.75713252024897,208.3792815854295,209.2073974609375,86172500
2024-06-21,209.91581187096148,211.41243109582913,206.64320571720273,207.02235412597656,246421400
2024-06-24,207.25183162238307,212.22060318958276,206.1243736003879,207.67088317871094,80727000
2024-06-25,208.67859169129048,210.90357646615678,208.13981549353107,208.59878540039062,56713900
2024-06-26,211.0233076661301,214.37573529051122,210.16524538059215,212.7693634033203,66213200
2024-06-27,214.2061287476001,215.25376527623442,211.8714063519454,213.61746215820312,49772700
2024-06-28,215.28368048569334,215.58300736088682,209.8260080950157,210.14527893066406,82542700
2024-07-01,211.61197396968475,217.01975619065925,211.4423589537816,216.261474609375,60402900
2024-07-02,215.66281990345283,219.88329699479613,214.61519864650157,219.77354431152344,58046200
2024-07-03,219.50414962607874,221.0506591796875,218.53633465750286,221.0506591796875,37369800
2024-07-05,221.15041758535088,225.93960192344272,221.15041758535088,225.82984924316406,60412400
2024-07-08,226.57816816685514,227.33646497984205,222.74682662809306,227.30653381347656,59085900
2024-07-09,227.41627168952732,228.8829597417087,225.85979013808537,228.16458129882812,48076100
2024-07-10,228.78319647541346,232.55467572482934,228.73330612276442,232.45489501953125,62627700
2024-07-11,230.86848076037649,231.86622690917008,225.26115227596378,227.05709838867188,64710600
2024-07-12,228.40404188598967,232.11565870158282,228.1645773343909,230.0203857421875,53046500
2024-07-15,235.94700263838575,236.69531224247876,232.5646438368613,233.87168884277344,62631300
2024-07-16,234.47032795283747,235.73746973269033,231.8063477557903,234.29074096679688,43234300
2024-07-17,228.9328431112231,230.93832254659503,226.12917896312734,228.3641357421875,57345900
2024-07-18,229.76098610155705,229.92062914212065,221.7690447852705,223.6747283935547,66034600
2024-07-19,224.31328836166992,226.28882140195597,222.77675082247163,223.80442810058594,49151500
2024-07-22,226.4983442399413,227.26661302541467,222.58718122432802,223.45523071289062,48201800
2024-07-23,223.86429647317826,226.42851135969482,222.1781030613285,224.5028533935547,39960300
2024-07-24,223.49514031921132,224.29334029380243,216.64062905712152,218.0474395751953,61777600
2024-07-25,218.4365585703147,220.35224458682225,214.13627507494223,216.99981689453125,51391200
2024-07-26,218.20707238174316,218.99530033853074,215.52313289555326,217.46875,41601300
2024-07-29,216.47100932714253,218.80573164190093,215.26372979848315,217.7481231689453,36311800
2024-07-30,218.6959746261333,219.8334045947242,215.63288672795753,218.30685424804688,41643800
2024-07-31,220.94091084366266,223.3155515626994,220.13273889458495,221.5794677734375,50036300
2024-08-01,223.86429233538576,223.9740450176905,216.53086747941563,217.8678436279297,62501000
2024-08-02,218.65606496292435,225.09153987705304,217.2193232804361,219.36447143554688,105568600
2024-08-05,198.64127617987643,213.0188017705649,195.55824424838744,208.79833984375,119548600
2024-08-06,204.83729660703725,209.51672869129231,200.6168344706096,206.762939453125,69660500
2024-08-07,206.43367474426563,213.15848935419993,205.9248296826355,209.34710693359375,63516400
2024-08-08,212.6296774525561,213.71721707569145,208.35932525259923,212.8292236328125,47161100
2024-08-09,211.62197118803232,216.29141600978787,211.4922593126285,215.7526397705078,42201600
2024-08-12,215.83255236617862,219.26875909808805,215.36306766380915,217.2909393310547,38028100
2024-08-13,218.76929897291208,221.646138683676,218.76929897291208,221.02682495117188,44155300
2024-08-14,220.3276035510778,222.7848915052682,219.45854930599305,221.47633361816406,41960600
2024-08-15,224.35317447515422,225.10235023777113,222.5151850202656,224.47303771972656,46414000
2024-08-16,223.67391069385005,226.5807162697698,223.40420315535758,225.80157470703125,44340200
2024-08-19,225.4719428035102,225.74165035068273,222.79488010428776,225.64175415039062,40687800
2024-08-20,225.52188562847152,226.92034094772856,225.20222998863,226.2610626220703,30299000
2024-08-21,226.2710625686077,227.7294495174454,224.80267685471037,226.15118408203125,34765500
2024-08-22,227.53966079897057,228.08905941841815,223.65393636981634,224.2832489013672,43695300
2024-08-23,225.41200238324527,227.96918649391685,224.0834622297127,226.5906982421875,38677300
2024-08-26,226.5107917661563,227.03022456881217,223.64395069142014,226.93032836914062,30602200
2024-08-27,225.75162066501636,228.5984945445466,224.64283997153836,227.77938842773438,35934600
2024-08-28,227.6695099550691,229.6073802985885,225.4319662685897,226.2410888671875,38052200
2024-08-29,229.8471324488683,232.66402541964027,228.62847197635801,229.53746032714844,51906300
2024-08-30,229.93703146120657,230.14679214282077,227.23000295250677,228.7483367919922,52990800
2024-09-03,228.29882348382426,228.74832587928796,220.92692932694945,222.52517700195312,50190600
2024-09-04,221.4164072047842,221.53627045160738,217.24099295020864,220.6072998046875,43840200
2024-09-05,221.38642912323468,225.23218875186365,221.2765494057299,222.13560485839844,36615400
2024-09-06,223.7038813850335,224.99247224215048,219.5284824188554,220.57733154296875,48423000
2024-09-09,220.57732363843863,221.0268260349447,216.47183996524672,220.66722106933594,67180000
2024-09-10,218.67940838073807,221.23659254048482,216.49181271910507,219.86810302734375,51591000
2024-09-11,221.21662032032157,222.84481857216005,217.65053646391294,222.41529846191406,44587100
2024-09-12,222.25546946786713,223.30431855196207,219.57842214055833,222.52517700195312,37498200
2024-09-13,223.33429284055268,223.7937787761964,221.66612995902517,222.25547790527344,36766600
2024-09-16,216.302019591785,216.98128020943747,213.6849038037586,216.082275390625,59357400
2024-09-17,215.51289221314667,216.6616222741377,214.26426595466958,216.55174255371094,45519300
2024-09-18,217.31091546092293,222.46524827574677,217.30091669603667,220.4474639892578,59894900
2024-09-19,224.74274368478322,229.56743739121873,224.38313871157,228.61846923828125,66781300
2024-09-20,229.7172625160979,232.83382873595048,227.36983908638868,227.94920349121094,318679900
2024-09-23,227.09015412184934,229.19783588273827,225.56183678133013,226.2211151123047,54146000
2024-09-24,228.39870925768025,229.09795215651428,225.48192014495527,227.1201171875,43556100
2024-09-25,224.6827959331431,227.04020291666632,223.77380760174057,226.1212158203125,42308700
2024-09-26,227.05019905798116,228.24887720276465,225.16227678839184,227.26995849609375,36636700
2024-09-27,228.20893469195548,229.26776733886913,227.05020584581527,227.53965759277344,34026000
2024-09-30,229.78718847660608,232.7439422607422,229.39761768078608,232.7439422607422,54541900
2024-10-01,229.2677705196639,229.3976172900359,223.49412373913023,225.96141052246094,63285000
2024-10-02,225.64175566026316,227.12012493395358,222.77491454853467,226.53077697753906,32880600
2024-10-03,224.8925655126969,226.56072831643584,223.0745736591087,225.42198181152344,34044200
2024-10-04,227.6495326914976,227.74942888869526,223.88368688105714,226.55075073242188,37245100
2024-10-07,224.25327473060864,225.44196936055414,221.08676038639473,221.4463653564453,39505400
2024-10-08,224.05349542674807,225.73164177618557,223.0046463373399,225.52188110351562,31855700
2024-10-09,224.9824739985636,229.49751090746852,224.58291968465133,229.28773498535156,33591100
2024-10-10,227.5296744960524,229.24778548023318,226.9203442604764,228.7882843017578,28183500
2024-10-11,229.04800351672907,229.15788323697032,227.09015084025384,227.2999267578125,31759200
2024-10-14,228.44865815944695,231.47532700331138,228.34877720356226,231.04580688476562,39882100
2024-10-15,233.3532605949055,237.22900130875718,232.11461788171079,233.59300231933594,64751400
2024-10-16,231.34547369396782,231.86489123072647,229.5873982094942,231.5252685546875,34082200
2024-10-17,233.17345903647427,233.59301088010824,230.26666863657624,231.89486694335938,32993800
2024-10-18,235.9204255737285,235.9204255737285,233.75281228137578,234.74172973632812,46431500
2024-10-21,234.19234018879644,236.5897117727769,234.19234018879644,236.22010803222656,36254500
2024-10-22,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600
2024-10-23,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000
2024-10-24,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500
2024-10-25,229.4875225740561,232.96369380669327,229.3177112321018,231.1556854248047,38802300
2024-10-28,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100
2024-10-29,232.84382710997653,234.07247106119948,232.06468555632105,233.41319274902344,35417200
2024-10-30,232.35435817157438,233.21341362628857,229.29772360355057,229.8471221923828,47070900
2024-10-31,229.08795100904055,229.57741798472995,225.1223128313268,225.66172790527344,64370100
2024-11-01,220.72715344034327,225.10234466312102,220.02792579428782,222.66502380371094,65276700
2024-11-04,220.74713841963055,222.54514803369162,219.46854635353304,221.76600646972656,44944500
2024-11-05,221.5562414690178,223.70387248945224,220.896963160989,223.2044219970703,28111300
2024-11-06,222.36535526416637,225.82155947797517,220.94691765378838,222.47523498535156,54561100
2024-11-07,224.38313701629485,227.629565273657,224.32320539488208,227.22999572753906,42137700
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,38328800
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753906,42005600
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,40398300
2024-11-13,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,48566200
2024-11-14,225.02000427246094,228.8699951171875,225.0,228.22000122070312,44923900
2024-11-15,226.39999389648438,226.9199981689453,224.27000427246094,225.0,47923700
2024-11-18,225.25,229.74000549316406,225.1699981689453,228.02000427246094,44686000
2024-11-19,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,36211800
2024-11-20,228.05999755859375,229.92999267578125,225.88999938964844,229.0,35169600
2024-11-21,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,42108300
2024-11-22,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,38168300
2024-11-25,231.4600067138672,233.25,229.74000549316406,232.8699951171875,90152800
2024-11-26,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,45986200
2024-11-27,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,33498400
2024-11-29,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,28481400
2024-12-02,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,48137100
2024-12-03,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,38861000
2024-12-04,242.8699951171875,244.11000061035156,241.25,243.00999450683594,44383900
2024-12-05,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,40033900
2024-12-06,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,36870600
2024-12-09,241.8300018310547,247.24000549316406,241.75,246.75,44649200
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,36914800
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,45205800
2024-12-12,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,32777500
2024-12-13,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,33155300
2024-12-16,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,51694800
2024-12-17,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,51356400
2024-12-18,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,56774100
2024-12-19,247.5,252.0,247.08999633789062,249.7899932861328,60882300
2024-12-20,248.0399932861328,255.0,245.69000244140625,254.49000549316406,147495300
2024-12-23,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,40858800
2024-12-24,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,23234700
2024-12-26,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,27237100
2024-12-27,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,42355300
2024-12-30,252.22999572753906,253.5,250.75,252.1999969482422,35557500
